,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day
477,477,2021-10-25 08:10:39+00:00,2021-10-25 09:13:22+00:00,406b91,EZY624B,EGSS,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
478,478,2021-10-25 08:50:32+00:00,2021-10-25 09:16:40+00:00,40658a,CFE7327,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,25
479,479,2021-10-25 09:33:22+00:00,2021-10-25 09:58:23+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,25
480,480,2021-10-25 09:50:14+00:00,2021-10-25 10:48:53+00:00,400b83,BAW2512,EGKK,EGPF,G-DBCE,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2429,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-07-06,,,2005-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,25
481,481,2021-10-25 10:17:56+00:00,2021-10-25 11:03:59+00:00,406015,EZY384Q,EGBB,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
482,482,2021-10-25 08:56:31+00:00,2021-10-25 11:15:11+00:00,48c12e,RYR7673,EPWR,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
483,483,2021-10-25 10:20:01+00:00,2021-10-25 11:29:58+00:00,4408c9,EJU85RG,EHAM,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),25
484,484,2021-10-25 10:39:30+00:00,2021-10-25 11:32:58+00:00,406c72,EZY595Z,EGGD,EGPF,G-EZWZ,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6353,,L2J,,EASY,EZY,,Easyjet Airline,,2014-11-21,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
485,485,2021-10-25 11:23:41+00:00,2021-10-25 11:40:48+00:00,407171,BZE07B,EGPT,EGPF,G-ZNTH,LEARJET,Learjet Inc,LEARJET 45 Learjet 75,LJ75,45-540,,L2J,,BRAZIL AIR,BZE,,Zenith Aviation Ltd,,2016-09-30,,,2016-01-01,,,2 x HONEYWELL TFE731-40BR-1B<br>,False,False,False,,Small (15500 to 75000 lbs),25
486,486,2021-10-25 04:20:11+00:00,2021-10-25 11:48:59+00:00,8963e3,UAE27,OMDB,EGPF,A6-EPT,BOEING,Boeing,777 300ER,B77W,42339,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,Heavy (> 300000 lbs),25
487,487,2021-10-25 11:23:46+00:00,2021-10-25 11:53:48+00:00,407567,EZY475,EGAA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
488,488,2021-10-25 12:34:53+00:00,2021-10-25 12:51:36+00:00,401da3,GBGIY,EGPF,EGPF,G-BGIY,REIMS,Reims Aviation Sa,REIMS CESSNA F172N Skyhawk,C172,1824,,L1P,,,,,Acs Aviation Ltd,,2017-01-20,,,1979-01-01,,,1 x LYCOMING O-320-H2AD&nbsp;&nbsp;( MCCAULEY 1C160/DTM7557 )<br>,False,False,False,,Light (< 15500 lbs),25
489,489,2021-10-25 10:20:34+00:00,2021-10-25 13:00:13+00:00,40766d,EXS9FQ,LEPA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
490,490,2021-10-25 12:23:00+00:00,2021-10-25 13:18:46+00:00,406b91,EZY658N,EGGW,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
491,491,2021-10-25 13:05:34+00:00,2021-10-25 13:29:33+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,25
492,492,2021-10-25 12:34:05+00:00,2021-10-25 13:53:08+00:00,405b64,EZY75GZ,LFPG,EGPF,G-EZDK,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3555,,L2J,,EASY,EZY,,Easyjet Airline,,2008-06-11,,,2008-01-01,,,2 x CFM CFM56-5B5/3<br>,False,False,False,,,25
493,493,2021-10-25 13:05:04+00:00,2021-10-25 14:02:06+00:00,40093f,SHT6R,EGLL,EGPF,G-EUOG,AIRBUS,Airbus Industrie,AIRBUS A319-131,A319,1594,,L2J,,SPEEDBIRD,BAW,,British Airways,,2001-10-23,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,25
494,494,2021-10-25 14:36:14+00:00,2021-10-25 14:46:51+00:00,4077c7,HLE05,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
495,495,2021-10-25 14:27:35+00:00,2021-10-25 14:52:22+00:00,4012d2,GBVVK,,EGPF,G-BVVK,VIKING (2),De Havilland Canada,DHC-6 SERIES 310 Twin Otter,DHC6,666,,L2T,Flybe,JERSEY,BEE,BE,Flybe,,1997-04-07,,,1980-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-27&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282B+0 )<br>,False,False,False,,,25
496,496,2021-10-25 15:05:31+00:00,2021-10-25 15:40:40+00:00,4073e0,GMA01C,EGPD,EGPF,G-GMAE,RAYTHEON,Beech Aircraft Corporation,BEECH B200 Super Kingair,BE20,BB-1957,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2017-07-21,,,2006-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,,25
497,497,2021-10-25 12:06:33+00:00,2021-10-25 16:26:31+00:00,405e24,TOM527,,EGPF,G-FDZS,BOEING,Boeing Company,BOEING 737-8K5,B738,35147,,L2J,,TOMSON,TOM,,Thomson Airways,,2009-04-14,,,2009-01-01,,,2 x CFM CFM56-7B27/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
498,498,2021-10-25 13:36:09+00:00,2021-10-25 16:35:42+00:00,40717c,EXS13LM,LEMG,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
499,499,2021-10-25 15:36:13+00:00,2021-10-25 16:38:52+00:00,40643b,EZY689J,EGKK,EGPF,G-EZTY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,4554,,L2J,,EASY,EZY,,Easyjet Airline,,2011-01-06,,,2011-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
500,500,2021-10-25 15:43:45+00:00,2021-10-25 16:42:29+00:00,407687,EZY359C,EGGD,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
501,501,2021-10-25 12:39:18+00:00,2021-10-25 16:46:14+00:00,40665e,TOM6AD,,EGPF,G-TAWC,BOEING,Boeing Company,BOEING 737-8K5,B738,39922,,L2J,,TOMSON,TOM,,Thomson Airways,,2016-04-28,,,2012-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,,25
502,502,2021-10-25 15:56:51+00:00,2021-10-25 16:50:05+00:00,40615b,SHT6F,EGLL,EGPF,G-EUYF,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,4185,,L2J,,SPEEDBIRD,BAW,,British Airways,,2010-01-28,,,2010-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,25
503,503,2021-10-25 16:06:20+00:00,2021-10-25 17:04:16+00:00,407777,CFE8724,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
504,504,2021-10-25 16:58:51+00:00,2021-10-25 17:21:09+00:00,4012d2,GBVVK,,EGPF,G-BVVK,VIKING (2),De Havilland Canada,DHC-6 SERIES 310 Twin Otter,DHC6,666,,L2T,Flybe,JERSEY,BEE,BE,Flybe,,1997-04-07,,,1980-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-27&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282B+0 )<br>,False,False,False,,,25
505,505,2021-10-25 17:30:53+00:00,2021-10-25 17:41:21+00:00,4077c7,HLE05,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
506,506,2021-10-25 17:02:08+00:00,2021-10-25 17:58:42+00:00,406b91,EZY108M,EGSS,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
507,507,2021-10-25 17:59:09+00:00,2021-10-25 18:28:09+00:00,407567,EZY623V,EGAA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
508,508,2021-10-25 18:10:47+00:00,2021-10-25 18:35:22+00:00,40658a,CFE7331,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,25
509,509,2021-10-25 17:53:37+00:00,2021-10-25 18:48:37+00:00,40093f,SHT6J,EGLL,EGPF,G-EUOG,AIRBUS,Airbus Industrie,AIRBUS A319-131,A319,1594,,L2J,,SPEEDBIRD,BAW,,British Airways,,2001-10-23,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,25
510,510,2021-10-25 17:55:04+00:00,2021-10-25 18:55:05+00:00,4079d0,CFE9V,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
511,511,2021-10-25 18:12:42+00:00,2021-10-25 19:13:11+00:00,407686,EZY647T,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
512,512,2021-10-25 19:37:55+00:00,2021-10-25 20:39:12+00:00,4008e5,SHT6M,EGLL,EGPF,G-MIDT,AIRBUS,Airbus Industrie,AIRBUS A320-232,A320,1418,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-09-17,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,25
513,513,2021-10-25 16:20:17+00:00,2021-10-25 20:44:35+00:00,407177,EXS82WQ,LGRP,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),25
514,514,2021-10-25 20:13:10+00:00,2021-10-25 20:54:08+00:00,4ca8e4,RYR5776,EIDW,EGPF,EI-ENR,BOEING,The Boeing Company,BOEING 737-8AS,B738,35041,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2011-02-01,,,2011-01-01,,,2x CFM CFM56-7B,False,False,False,,No ADS-B Emitter Category Information,25
515,515,2021-10-25 19:46:41+00:00,2021-10-25 20:56:39+00:00,484b32,KLM49J,EHAM,EGPF,PH-EZE,EMBRAER,Embraer,EMB-190 STD,E190,19000288,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,25
516,516,2021-10-25 16:37:00+00:00,2021-10-25 21:02:53+00:00,4070ec,EXS8DF,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,25
517,517,2021-10-25 20:20:21+00:00,2021-10-25 21:09:02+00:00,406b91,EZY727A,EGBB,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
518,518,2021-10-25 20:50:08+00:00,2021-10-25 21:18:19+00:00,406015,EZY704P,EGAA,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,25
519,519,2021-10-25 19:57:46+00:00,2021-10-25 23:05:05+00:00,405b64,EZY68AB,LEMG,EGPF,G-EZDK,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3555,,L2J,,EASY,EZY,,Easyjet Airline,,2008-06-11,,,2008-01-01,,,2 x CFM CFM56-5B5/3<br>,False,False,False,,,25
520,520,2021-10-26 00:09:00+00:00,2021-10-26 00:43:55+00:00,4073e0,GMA01D,,EGPF,G-GMAE,RAYTHEON,Beech Aircraft Corporation,BEECH B200 Super Kingair,BE20,BB-1957,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2017-07-21,,,2006-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,,26
521,521,2021-10-26 00:23:51+00:00,2021-10-26 00:56:41+00:00,400dc2,GMA03,EGQS,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,26
522,522,2021-10-25 14:49:54+00:00,2021-10-26 01:06:52+00:00,49d3d5,TVS4356,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),26
523,523,2021-10-26 06:05:58+00:00,2021-10-26 06:43:55+00:00,4ca2c1,RYR5774,EIDW,EGPF,EI-DLD,BOEING,The Boeing Company,BOEING 737-8AS,B738,33825,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2006-01-13,,,2005-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,26
524,524,2021-10-26 06:42:09+00:00,2021-10-26 07:08:59+00:00,4010e9,EZY652A,EGAA,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,26
525,525,2021-10-26 06:10:25+00:00,2021-10-26 07:11:59+00:00,405f13,EZY596J,EGGD,EGPF,G-EZTC,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3871,,L2J,,EASY,EZY,,Easyjet Airline,,2009-04-17,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,26
526,526,2021-10-26 06:21:56+00:00,2021-10-26 07:24:28+00:00,4075a2,CFE8720,EGLC,EGPF,G-LCYZ,EMBRAER,Embraer,ERJ-190SR,E190,404,,L2J,Ba Cityflyer,FLYER,CFE,CJ,Ba Cityflyer,,2018-07-05,,,,,,GE CF34-10E,False,False,False,,Large (75000 to 300000 lbs),26
527,527,2021-10-26 06:48:53+00:00,2021-10-26 07:26:54+00:00,4ca294,EIN2EV,EIDW,EGPF,EI-DEN,AIRBUS,Airbus Industrie,A320-214,A320,2432,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2005-05-13,,,2005-01-01,,,2x CFM CFM56-5B4/P,False,False,False,,No ADS-B Emitter Category Information,26
528,528,2021-10-26 07:08:53+00:00,2021-10-26 07:59:13+00:00,4068f7,MDI04,EIDW,EGPF,G-IASA,RAYTHEON,Raytheon Aircraft Company,BEECH B200 Super Kingair,BE20,BB-1698,,L2T,,,,,Ias Medical Ltd,,2013-01-09,,,2000-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,No ADS-B Emitter Category Information,26
529,529,2021-10-26 07:00:33+00:00,2021-10-26 08:35:28+00:00,3b77e4,CTM3801,LFPV,EGPF,F-RAFQ,DASSAULT,Dassault,Falcon 900,F900,4,,L3J,Force Aerienne Francaise,FRENCH AIR FORCE,FAF,,French Air Force,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),26
530,530,2021-10-26 07:52:30+00:00,2021-10-26 08:50:48+00:00,406015,EZY378A,EGGW,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,26
531,531,2021-10-26 08:07:55+00:00,2021-10-26 09:06:29+00:00,40093e,SHT6G,EGLL,EGPF,G-EUOE,AIRBUS,Airbus Industrie,AIRBUS A319-131,A319,1574,,L2J,,SPEEDBIRD,BAW,,British Airways,,2001-09-05,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,26
532,532,2021-10-26 07:55:01+00:00,2021-10-26 09:09:40+00:00,484130,KLM1473,EHAM,EGPF,PH-BXA,BOEING,Boeing,737NG 8K2/W,B738,29131,,L2J,Klm,KLM,KLM,KL,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,26
533,533,2021-10-26 08:22:44+00:00,2021-10-26 09:32:18+00:00,407567,EZY787P,EGKK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,26
534,534,2021-10-26 09:10:31+00:00,2021-10-26 09:36:29+00:00,40658a,CFE7327,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,26
535,535,2021-10-26 09:35:06+00:00,2021-10-26 09:58:27+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,26
536,536,2021-10-26 09:27:13+00:00,2021-10-26 10:24:29+00:00,400935,SHT6L,EGLL,EGPF,G-EUPZ,AIRBUS,Airbus Industrie,AIRBUS A319-131,A319,1510,,L2J,,SPEEDBIRD,BAW,,British Airways,,2001-06-07,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,26
537,537,2021-10-26 10:05:09+00:00,2021-10-26 11:05:46+00:00,4008e5,BAW2512,EGKK,EGPF,G-MIDT,AIRBUS,Airbus Industrie,AIRBUS A320-232,A320,1418,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-09-17,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,26
538,538,2021-10-26 10:23:54+00:00,2021-10-26 11:11:41+00:00,4010e9,EZY384Q,EGBB,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,26
539,539,2021-10-26 04:17:00+00:00,2021-10-26 11:34:37+00:00,8963df,UAE27,,EGPF,A6-EPP,BOEING,Boeing,777 31HER,B77W,42335,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,Heavy (> 300000 lbs),26
540,540,2021-10-26 11:15:40+00:00,2021-10-26 12:44:37+00:00,407ab4,EDC343,EGJJ,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,26
541,541,2021-10-26 12:07:55+00:00,2021-10-26 13:04:40+00:00,405a46,SHT6R,EGLL,EGPF,G-EUUX,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,3550,,L2J,,SPEEDBIRD,BAW,,British Airways,,2008-07-11,,,2008-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,26
542,542,2021-10-26 12:17:02+00:00,2021-10-26 13:14:51+00:00,407567,EZY624B,EGSS,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,26
543,543,2021-10-26 12:00:20+00:00,2021-10-26 13:16:49+00:00,406015,EZY804J,EGJJ,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,26
544,544,2021-10-26 13:26:19+00:00,2021-10-26 13:53:13+00:00,4012d2,GBVVK,,EGPF,G-BVVK,VIKING (2),De Havilland Canada,DHC-6 SERIES 310 Twin Otter,DHC6,666,,L2T,Flybe,JERSEY,BEE,BE,Flybe,,1997-04-07,,,1980-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-27&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282B+0 )<br>,False,False,False,,,26
545,545,2021-10-26 12:14:37+00:00,2021-10-26 14:04:15+00:00,3c674e,DLH974,EDDF,EGPF,D-AIZN,AIRBUS,Airbus,A320 214,A320,5425,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,26
546,546,2021-10-26 13:55:48+00:00,2021-10-26 14:23:36+00:00,4010e9,EZY704P,EGAA,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,26
547,547,2021-10-26 12:07:19+00:00,2021-10-26 15:03:26+00:00,406b91,EZY39XD,LEAL,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,26
548,548,2021-10-26 15:00:36+00:00,2021-10-26 16:06:24+00:00,40631b,EZY689J,EGKK,EGPF,G-EZFW,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,4380,,L2J,,EASY,EZY,,Easyjet Airline,,2010-07-23,,,2010-01-01,,,2 x CFM CFM56-5B5/3<br>,False,False,False,,No ADS-B Emitter Category Information,26
549,549,2021-10-26 15:18:31+00:00,2021-10-26 16:16:13+00:00,406669,EZY865U,EGGD,EGPF,G-EZUO,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,5052,,L2J,,EASY,EZY,,Easyjet Airline,,2012-04-04,,,2012-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,26
550,550,2021-10-26 13:28:02+00:00,2021-10-26 16:22:59+00:00,4cafd2,RYR65QW,LEAL,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,26
551,551,2021-10-26 16:18:21+00:00,2021-10-26 16:45:50+00:00,406de9,CG199,,EGPF,G-MCGT,LEONARDO,Agustawestland Ltd,AGUSTA AW189,A189,92006,,H2T,Bristow Helicopters,BRISTOW,BHL,,Bristow Helicopters Ltd,,2017-02-10,,,2014-01-01,,,2 x GENERAL ELECTRIC CO CT7-2E1<br>,False,False,False,,Rotorcraft,26
552,552,2021-10-26 15:50:09+00:00,2021-10-26 16:49:57+00:00,405a49,SHT6F,EGLL,EGPF,G-EUYA,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,3697,,L2J,,SPEEDBIRD,BAW,,British Airways,,2008-11-24,,,2008-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,26
553,553,2021-10-26 16:02:18+00:00,2021-10-26 17:01:59+00:00,407777,CFE8724,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,26
554,554,2021-10-26 16:41:22+00:00,2021-10-26 17:11:28+00:00,406015,EZY987C,EGAA,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,26
555,555,2021-10-26 17:14:01+00:00,2021-10-26 17:43:01+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,26
556,556,2021-10-26 17:29:18+00:00,2021-10-26 18:27:51+00:00,407535,SHT6J,EGLL,EGPF,G-TTNE,AIRBUS,Airbus Industrie,A320-251N,A20N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2018-09-21,,,,,,,False,False,False,,,26
557,557,2021-10-26 18:14:31+00:00,2021-10-26 18:37:56+00:00,40658a,CFE7331,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,26
558,558,2021-10-26 17:33:16+00:00,2021-10-26 18:45:11+00:00,406231,CFE9V,EGLC,EGPF,G-LCYL,EMBRAER,Empresa Brasileira De Aeronautica Sa,ERJ 190-100 SR Embraer 190,E190,19000346,,L2J,,FLYER,CFE,,Ba Cityflyer,,2010-04-29,,,2010-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,26
